股票代码;公司简称;公司全称;公司英文名称;成立日期;所属地域;曾用名;法定代表人;独立董事;会计师事务所;证券事务代表;咨询服务机构;所属概念;所属行业
300279;和晶科技;无锡和晶科技股份有限公司;Wuxi Hodgen Technology Co., Ltd.;1998-08-14;江苏;--;陈柏林;俞丽辉、朱谦、周新宏;江苏公证天业会计师事务所(特殊普通合伙);--;北京市凯文律师事务所;--;电子电气组件与设备
300280;南通锻压;南通锻压设备股份有限公司;Nantong Metalforming Equipment Co., Ltd.;2002-03-21;江苏;--;姚小欣;黄幼平、郦仲贤、孟繁锋;立信会计师事务所(特殊普通合伙);李刚;国浩律师集团(上海)事务所;--;工业机械
300281;金明精机;广东金明精机股份有限公司;Guangdong Jinming Machinery Co., Ltd.;1987-12-01;广东;--;马镇鑫;王学琛、蔡友杰、梁晓;广东正中珠江会计师事务所有限公司;郑芸;国浩律师集团(广州)事务所;--;工业机械
300282;汇冠股份;北京汇冠新技术股份有限公司;Beijing Irtouch Systems Co., Ltd.;2003-09-03;北京;汇冠股份;林荣滨;陈赛芝、陈金山、刘胤宏;立信会计师事务所（特殊普通合伙）;杨玉英;大成律师事务所;触摸屏;计算机硬件
300283;温州宏丰;温州宏丰电工合金股份有限公司;Wenzhou Hongfeng Electrical Alloy Co., Ltd.;1997-09-11;浙江;--;陈晓;李绍春、易颜新、戴梦华;立信会计师事务所（特殊普通合伙）;樊改焕;德恒(北京)律师事务所;--;电子电气组件与设备
300284;苏交科;江苏省交通科学研究院股份有限公司;JSTI Group;2002-08-29;江苏;--;符冠华;赵曙明、朱增进、李文智、Liu James Xiaodong;天衡会计师事务所(特殊普通合伙);姚晓萍;国浩律师集团(上海)事务所;--;建筑施工
300285;国瓷材料;山东国瓷功能材料股份有限公司;Shandong Sinocera Functional Material Co., Ltd.;2005-04-21;山东;--;张曦;古群、盛利军、孙清池;立信会计师事务所(特殊普通合伙);赵红艳;国浩律师集团(北京)事务所;黄河三角、空气治理;通用化工品
300286;安科瑞;安科瑞电气股份有限公司;Acrel Co., Ltd.;2003-06-23;上海;--;周中;陆家星、李鹏飞、姚军、王金元;天健会计师事务所(特殊普通合伙);石蔚;国浩律师集团(杭州)事务所;--;工业机械
300287;飞利信;北京飞利信科技股份有限公司;Beijing Philisense Technology Co., Ltd.;2002-10-16;北京;--;杨振华;石慧斌、王慧、刘俊彦;立信会计师事务所(特殊普通合伙);刘延娜;北京市君致律师事务所;安防服务、智能交通;计算机服务
300288;朗玛信息;贵阳朗玛信息技术股份有限公司;Guiyang Longmaster Information and Technology Co., Ltd.;1998-09-24;贵州;--;王伟;王迅、吴锋、刘景伟;大华会计师事务所(特殊普通合伙);肖越越;北京市君合律师事务所;4G概念、5G概念;计算机服务
300289;利德曼;北京利德曼生化股份有限公司;Beijing Leadman Biochemistry Co., Ltd.;1997-11-05;北京;--;JIN ZHAO SHEN;黄振中、张力建、常明;中勤万信会计师事务所(特殊普通合伙);王朋飞;北京市天银律师事务所;生物疫苗;医药与生物科技
300290;荣科科技;荣科科技股份有限公司;Bringspring Science and Technology Co., Ltd.;2005-11-18;辽宁;--;付永全;吴凤君、王莉、李华才;华普天健会计师事务所(北京)有限公司;徐蓉蓉;德恒(北京)律师事务所;云计算;计算机服务
300291;华录百纳;北京华录百纳影视股份有限公司;Beijing Hualubaina Film and TV Co., Ltd.;2002-06-19;北京;--;陈润生;童盼、马传刚、浦军;中天运会计师事务所有限公司;梁姗;大成律师事务所;--;广播与娱乐
300292;吴通控股;吴通控股集团股份有限公司;Wutong Holding Group CO.,LTD;1999-06-22;江苏;吴通通讯;万卫方;王伯仲、王青、崔晓钟;立信会计师事务所（特殊普通合伙）;朱铭伟;国浩律师（上海）事务所;4G概念、5G概念;通讯设备
300293;蓝英装备;沈阳蓝英工业自动化装备股份有限公司;Shenyang Blue Silver Industry Automatic Equipment Co., Ltd.;2004-09-29;辽宁;--;郭洪涛;朱克实、刘向明、王敏;瑞华会计师事务所(特殊普通合伙);--;德恒(北京)律师事务所;--;工业机械
300294;博雅生物;博雅生物制药集团股份有限公司;Boya Bio-pharmaceutical Group Co. Ltd;1993-11-06;江西;--;廖昕晰;宋瑞霖、赵焕琪、吴晓明;江苏公证天业会计师事务所(特殊普通合伙);彭冬克;大成律师事务所;免疫治疗、生物疫苗;生物科技
300295;三六五网;江苏三六五网络股份有限公司;Everyday Network Co., Ltd.;2006-01-17;江苏;--;章海林;盛宇华、林雷;华普天健会计师事务所(特殊普通合伙);黄杰;江苏苏源律师事务所;网贷概念;计算机服务
300296;利亚德;利亚德光电股份有限公司;Leyard Optoelectronic Co., Ltd.;1995-08-21;北京;--;李军;叶金福、王晋勇、马传刚;大华会计师事务所(特殊普通合伙);--;德恒(北京)律师事务所;--;电子设备
300297;蓝盾股份;蓝盾信息安全技术股份有限公司;Bluedon Information Security Technologies Co., Ltd.;1999-10-29;广东;--;柯宗贵;王丹舟、黎奇、周涛;大华会计师事务所(特殊普通合伙);危永荧;北京市国枫律师事务所;安防服务、电子支付、云计算;计算机服务
300298;三诺生物;三诺生物传感股份有限公司;Sinocare Inc.;2002-08-07;湖南;--;李少波;纪立农、李永国、何斌辉;信永中和会计师事务所(特殊普通合伙);潘曙光;北京市国枫律师事务所;长株潭;工业机械
300299;富春股份;富春科技股份有限公司;Fuchun Technology Co.,Ltd.;2001-03-02;福建;富春通信;缪品章;苏小榕、林东云、郑基;致同会计师事务所(特殊普通合伙);王小晶;北京市国枫律师事务所;4G概念、5G概念、海峡西岸、IP变现、物联网;移动通信服务
300300;汉鼎宇佑;汉鼎宇佑互联网股份有限公司;Hakim Unique Internet Co., Ltd.;2002-11-08;浙江;汉鼎股份;项坚;周亚力、范悦龙、吴飞;立信会计师事务所（特殊普通合伙）;--;国浩律师集团(杭州)事务所;建筑节能;计算机服务
300301;长方集团;深圳市长方集团股份有限公司;Shenzhen Changfang Group Co., Ltd.;2005-05-30;广东;长方照明;邓子长;方绍伟、黄战辉、李志中;大华会计师事务所(特殊普通合伙);唐磊;北京市竞天公诚律师事务所;--;电子电气组件与设备
300302;同有科技;北京同有飞骥科技股份有限公司;Toyou Feiji Electronics Co., Ltd.;1998-11-03;北京;--;周泽湘;陈守忠、李东红、唐宏;中磊会计师事务所有限责任公司;赵楠;北京市国枫律师事务所;--;计算机服务
300303;聚飞光电;深圳市聚飞光电股份有限公司;Shenzhen Jufei Optoelectronics Co., Ltd.;2005-09-15;广东;--;邢其彬;张新华、钱可元;亚太(集团)会计师事务所有限公司;--;广东华商律师事务所;--;电子电气组件与设备
300304;云意电气;江苏云意电气股份有限公司;Jiangsu Yunyi Electric Co., Ltd.;2007-04-27;江苏;--;付红玲;袁孟、祝伟、束哲民;天健会计师事务所(特殊普通合伙);郑渲薇;北京市囯枫律师事务所;汽车电子、太阳能;汽车零配件（IV）
300305;裕兴股份;江苏裕兴薄膜科技股份有限公司;Jiangsu Yuxing Film Technology Co., Ltd.;2004-12-10;江苏;--;王建新;彭懋、杨佳文、戴伟忠;信永中和会计师事务所(特殊普通合伙);王长勇;北京市金杜律师事务所;--;特种化工品
300306;远方信息;杭州远方光电信息股份有限公司;Hangzhou Everfine Photo-e-info Co., Ltd.;2003-05-21;浙江;远方光电;潘建根;傅羽韬、杨忠智、冯华君;天健会计师事务所有限公司;夏奇芳;北京市天银律师事务所;食品安全;工业机械
300307;慈星股份;宁波慈星股份有限公司;Ningbo Cixing Co., Ltd.;2003-08-10;浙江;--;孙平范;张大亮、孟祥霞、张民元;天健会计师事务所(特殊普通合伙);戴斌琴;北京市国枫律师事务所;虚拟现实;工业机械
300308;中际旭创;中际旭创股份有限公司;ZHONGJI INNOLIGHT CO., LTD.;2005-06-27;山东;中际装备;王伟修;战淑萍、权玉华、田轩、陈大同;信永中和会计师事务所(特殊普通合伙);刘吉玲;大成律师事务所;黄河三角;工业机械
300309;吉艾科技;吉艾科技集团股份公司;GI Technologies Group Co.,Ltd.;2006-05-15;北京;--;黄文帜;张炳辉、卢闯;信永中和会计师事务所(特殊普通合伙);王明鸽;北京市君合律师事务所;可燃冰、页岩气;工业机械
300310;宜通世纪;广东宜通世纪科技股份有限公司;Guangdong Eastone Century Technology Co., Ltd.;2001-10-09;广东;--;钟飞鹏;王卫东、李红滨、罗乐;立信会计师事务所（特殊普通合伙）;陈昌龙;北京市金杜律师事务所;4G概念、5G概念、安防服务;移动通信服务
300311;任子行;任子行网络技术股份有限公司;Surfilter Network Technology Co., Ltd.;2000-05-31;广东;--;景晓军;李挥、杨玉芬、张斌;北京永拓会计师事务所(特殊普通合伙);张雯;北京市中伦律师事务所;--;软件
300312;邦讯技术;邦讯技术股份有限公司;Boomsense Technology Co., Ltd.;2002-10-24;北京;--;张庆文;罗建钢、陈长源、夏志宏;北京兴华会计师事务所(特殊普通合伙);贺乐斌;北京市万商天勤律师事务所;4G概念、5G概念、物联网;通讯设备
300313;天山生物;新疆天山畜牧生物工程股份有限公司;Xinjiang Tianshan Animal Husbandry Bio-engineering Co., Ltd.;2003-06-18;新疆;--;李刚;高超、张沅、李宇立;天健会计师事务所(特殊普通合伙);张顺;新疆天阳律师事务所;生物疫苗;农业与渔业
300314;戴维医疗;宁波戴维医疗器械股份有限公司;Ningbo David Medical Device Co., Ltd.;1992-09-18;浙江;--;陈再宏;郑燕、史志振、茅开浪;天健会计师事务所(特殊普通合伙);陈志昂;北京市金杜律师事务所;--;医疗设备
300315;掌趣科技;北京掌趣科技股份有限公司;Ourpalm Co., Ltd.;2004-08-02;北京;--;刘惠城;雷家骕、罗义冰、李仁玉;大华会计师事务所(特殊普通合伙);--;北京市君泽君律师事务所;IP变现、腾讯概念;互联网
300316;晶盛机电;浙江晶盛机电股份有限公司;Zhejiang Jingsheng Mechanical and Electrical Co., Ltd.;2006-12-14;浙江;--;曹建伟;杨鹰彪、杨德仁、王秋潮;天健会计师事务所(特殊普通合伙);陶焕军;国浩律师集团(杭州)事务所;多晶硅;工业机械
300317;珈伟股份;深圳珈伟光伏照明股份有限公司;Shenzhen Jiawei Photovoltaic Lighting Co., Ltd.;1993-07-17;广东;--;丁孔贤;廖骞、钟宇;大华会计师事务所(特殊普通合伙);--;北京市中伦律师事务所;锂电池、石墨烯、太阳能;耐用消费品
300318;博晖创新;北京博晖创新光电技术股份有限公司;Beijing Bohui Innovation Technology Co., Ltd.;2001-07-12;北京;--;卢信群;康熙雄、周展、赵利;大华会计师事务所（特殊普通合伙）;杨宇波;内蒙古建中律师事务所;--;医疗设备
300319;麦捷科技;深圳市麦捷微电子科技股份有限公司;Shenzhen Microgate Technology Co., Ltd.;2001-03-14;广东;--;李文燕;瞿晓心、古群、罗飞;众华会计师事务所(特殊普通合伙);刘倩;广东华商律师事务所;--;电子电气组件与设备
300320;海达股份;江阴海达橡塑股份有限公司;Jiangyin Haida Rubber and Plastic Co., Ltd.;1998-04-10;江苏;--;钱振宇;穆炯、周辉、刘刚;江苏公证天业会计师事务所(特殊普通合伙);周萍虹;上海市广发律师事务所;铁路基建;通用化工品
300321;同大股份;山东同大海岛新材料股份有限公司;Shandong Tongda Island New Materials Co., Ltd.;2002-03-19;山东;--;孙俊成;田景岩、徐江红、刘秀丽;北京永拓会计师事务所(特殊普通合伙);魏增宝;山东德衡律师事务所;黄河三角;特种化工品
300322;硕贝德;惠州硕贝德无线科技股份有限公司;Huizhou Speed Wireless Technology Co., Ltd.;2004-02-17;广东;--;朱坤华;张圣平、李易、袁敏、李旺;国富浩华会计师事务所(特殊普通合伙);李燕开、黄一杭;北京市金诚同达律师事务所;小米概念;通讯设备
300323;华灿光电;华灿光电股份有限公司;HC Semitek Corporation;2005-11-08;湖北;--;俞信华;韩洪灵、徐科、吴玲;大信会计师事务所(特殊普通合伙);李琼;国浩律师集团(上海)事务所;武汉规划;电子电气组件与设备
300324;旋极信息;北京旋极信息技术股份有限公司;Beijing Watertek Information Technology Co., Ltd.;1997-11-28;北京;--;陈江涛;李绍滨、李景辉、于明;信永中和会计师事务所(特殊普通合伙);颜小品;大成律师事务所;海南自贸、物联网;计算机服务
300325;德威新材;江苏德威新材料股份有限公司;Jiangsu Dewei Advanced Materials Co., Ltd.;1995-12-18;江苏;--;周建明;胡晓明、李晓、吴长顺;立信会计师事务所（特殊普通合伙）;陆玲;国浩律师集团(上海)事务所;--;特种化工品
300326;凯利泰;上海凯利泰医疗科技股份有限公司;Shanghai Kinetic Medical Co., Ltd.;2005-03-31;上海;--;秦杰;于成磊、孙勇、鲁旭波;立信会计师事务所（特殊普通合伙）;孙梦辰;上海市广发律师事务所;--;医疗设备
300327;中颖电子;中颖电子股份有限公司;Sino Wealth Electronic Co. Ltd.;1994-07-13;上海;--;傅启明;王天东、杨旭波、洪志良;上海众华沪银会计师事务所有限公司;徐洁敏;上海市锦天城律师事务所;--;电子电气组件与设备
300328;宜安科技;东莞宜安科技股份有限公司;Dongguan Eontec Co., Ltd.;1993-05-27;广东;--;杨洁丹;黄海鱼、陈扬、许怀斌;中审国际会计师事务所有限公司;--;湖南启元律师事务所;--;有色金属
300329;海伦钢琴;海伦钢琴股份有限公司;Hailun Piano Co., Ltd.;2001-06-15;浙江;--;陈海伦;周英、王伟、李耀强;天健会计师事务所(特殊普通合伙);李晶;国浩律师集团(杭州)事务所;--;娱乐用品
300330;华虹计通;上海华虹计通智能系统股份有限公司;Shanghai Huahongjt Smart System Co., Ltd.;1997-04-25;上海;--;项翔;陈德荣、朱扬勇、尤建新;立信会计师事务所(特殊普通合伙);王曦;上海普世律师事务所;--;计算机服务
300331;苏大维格;苏州苏大维格光电科技股份有限公司;SVG Optronics Co., Ltd.;2001-10-25;江苏;--;陈林森;施平、王庆康、庄松林;立信会计师事务所（特殊普通合伙）;雷娟;国浩律师集团(上海)事务所;3D打印;电子电气组件与设备
300332;天壕环境;天壕环境股份有限公司;Top Resource Conservation & Environment Corp.;2007-05-30;北京;天壕节能;陈作涛;符国群、顾纯、曾涛;信永中和会计师事务所有限责任公司;毛勍;北京市中伦律师事务所;海水淡化;燃气供应
300333;兆日科技;深圳兆日科技股份有限公司;Sinosun Technology Co., Ltd.;2003-04-16;广东;--;魏恺言;吴永平、黄绍伟、周政宁;利安达会计师事务所有限责任公司;吴玉兰;国浩律师集团(深圳)事务所;电子支付;计算机服务
